step,time,x,y,theta,v,omega,s_progress,active_segment,remaining_tasks,cost
0,0.0,4.239936814412624,9.050683458570854,-0.9718893392889006,1.1480889403525596,-0.012984526631991126,0.1716592824104501,0,1,-16.424500127842407
1,0.2,4.375234422609428,8.852454910636345,-1.0328754969927156,1.2,-0.3049307885190747,0.4737388090949339,0,1,-16.497865778699477
2,0.4,4.49694849937026,8.64844439852833,-0.9903578650385231,1.1877984417854324,0.21258815977096285,0.7279776220993377,0,1,-14.470954550680162
3,0.6,4.617523321705886,8.464583942956134,-0.9718878535162812,1.0993515691588718,0.09235005761120953,0.9429493260258256,0,1,-14.598290006011236
4,0.8,4.75282122442509,8.266355596043326,-0.9285809654640544,1.2,0.21653444026113325,1.1272275254765611,0,1,-13.52972853281016
5,1.0,4.8559289211916745,8.128509783152955,-0.9981203543597678,0.8607070532985814,-0.34769694447856664,1.3648481206805874,0,1,-13.666274014894459
6,1.2,4.930535478476252,8.012795926790837,-0.9835595807767528,0.688400954096702,0.07280386791507475,1.5083816931936342,0,1,-12.66530674984138
7,1.4,5.060663155769184,7.8172801456769685,-0.9781080436641818,1.1743044011479684,0.02725768556285456,1.7087854139669432,0,1,-15.741981071401767
8,1.6,5.087638889020907,7.777224480446549,-0.9791422448331193,0.24146151357512172,-0.005171005844687437,1.772471577885926,0,1,-0.3913211020668589
9,1.8,5.117524453834635,7.732748863919022,-0.9832218652863635,0.2679191785659979,-0.020398102266220852,1.834957437160605,0,1,-0.5052502274313211
10,2.0,5.15052384269491,7.683203833734797,-1.0372426598074247,0.29764364939921734,-0.27010397260530644,1.8964573319060365,0,1,-0.41094635484068426
11,2.2,5.1953285300247485,7.607353758244375,-1.0511632654961638,0.44047400486939825,-0.06960302844369595,1.9571856022372722,0,1,-0.4756227124848008
12,2.4,5.232476975667525,7.542417403692672,-1.0010605997605182,0.37405671883214353,0.2505133286782279,2.0173565882693674,0,1,-0.32391426173951027
13,2.6,5.2615762686376435,7.496992044311679,-1.0351957797511682,0.26973283662974434,-0.17067589995324994,2.0771846301173764,0,1,-0.49062093442610133
14,2.8,5.378321476598028,7.300274134082165,-0.9685487412133542,1.1437589320610848,0.3332351926890696,2.3159500873226118,0,1,-15.518660819124264
15,3.0,5.502702534236868,7.119340822589834,-0.936325039455952,1.0978104425051853,0.16111850878701092,2.5547078282837052,0,1,-15.455751979977508
16,3.2,5.644962961405454,6.926048373534493,-0.9260484368218711,1.2,0.05138301317040433,2.793465569244799,0,1,-16.466000103544474
17,3.4,5.765227972875289,6.766110845409721,-0.9943984769866369,1.0005459245644532,-0.34175020082382884,2.9731617486093183,0,1,-14.157375599623856
18,3.6,5.8942635082738475,6.56760446791417,-0.9559207458018226,1.1837963433589285,0.19238865592407098,3.2215619368796475,0,1,-16.125145185297615
19,3.8,6.0308225562975,6.3742331011687225,-0.9386191094573487,1.1836475306666323,0.0865081817223697,3.4219656576529554,0,1,-15.614779671089448
20,4.0,6.168452490868121,6.186330780092545,-0.93402938412904,1.1645737541663908,0.02294862664154368,3.719811538384891,0,1,-15.250033138064586
21,4.2,6.296666792069837,6.0129582327882405,-0.9360283389218668,1.0781575394095717,-0.009994773964133893,3.8919580873235624,0,1,-12.638888856631937
22,4.4,6.4275646519988126,5.835214851778176,-0.9412302676816419,1.1037091920754596,-0.026009643798875538,4.090511338436904,0,1,-12.01349123858405
23,4.6,6.563137501377669,5.649103531412899,-0.9479068068146501,1.151275608366748,-0.03338269566504104,4.324044896327078,0,1,-10.912901972484066
24,4.8,6.689460810428221,5.473234419466153,-0.9537251398536287,1.0826763476036858,-0.029091665194892886,4.601132365596252,0,1,-8.460792924789207
