step,time,x,y,theta,v,omega,s_progress,active_segment,remaining_tasks,cost
0,0.0,10.757228089002142,5.580946872099473,1.92526778034383,1.142393224865754,-0.19912136372488345,0.23060194276033746,0,4,-16.374133598718117
1,0.2,10.684418956129994,5.777672979613704,1.8911673451473543,1.0488366317889426,-0.17050217598237896,0.44451110897515556,0,4,-14.870694511129816
2,0.4,10.60883846267763,6.005461453882042,1.8510707764112784,1.2,-0.20048284368037966,0.6429040389205907,0,4,-15.315864569574497
3,0.6,10.542449806809808,6.236096547421737,1.704173873744603,1.2,-0.7344845133333763,0.997639510681545,0,4,-15.738124842387437
4,0.8,10.510534020326439,6.473964961830099,1.7384040386133732,1.2,0.17115082434385132,1.1561083562850927,0,4,-15.316320434116085
5,1.0,10.470496244868635,6.710601764835021,1.7537124779774391,1.2,0.07654219682032949,1.4401400075782163,0,4,-16.491284282564582
6,1.2,10.426840762049434,6.946597948744469,1.7642153054556777,1.2,0.052514137391192886,1.6861193135666337,0,4,-14.997007708493857
7,1.4,10.383047957070898,7.170181637078305,1.7760180680069841,1.1391606060697688,0.05901381275653181,1.9003098927907476,0,4,-13.954681107055034
8,1.6,10.336121736631513,7.3956235519891225,1.8009003210589725,1.1513701312282472,0.12441126525994146,2.0885796341863223,0,4,-14.96159491399678
9,1.8,10.287517567487138,7.603109289954601,1.7960722630746828,1.0655127488361424,-0.02414028992144872,2.3352419805857783,0,4,-14.559665936573527
10,2.0,10.233973138468214,7.836758612048792,1.8705048589405546,1.1985304709730726,0.3721629793293588,2.556907893163641,0,4,-14.869975955776013
11,2.2,10.163115119851602,8.066060032013274,1.9507927173685653,1.2,0.401439292140053,2.7739182952522814,0,4,-13.984716926410288
12,2.4,10.076350383669942,8.283293086176217,1.9962598045576576,1.1695973587695987,0.22733543594546105,3.004253308555039,0,4,-13.354705542071365
13,2.6,9.98008993207197,8.495722124093293,2.079473795502658,1.1661064562489567,0.41606995472500263,3.2492049213254264,0,4,-16.219843801787285
14,2.8,9.863204510864316,8.705335573826627,2.160763926926667,1.2,0.4064506571200462,3.503220385825696,0,4,-15.92010413905629
15,3.0,9.732878543550255,8.899994676939986,2.2300741073326473,1.1712922797197483,0.34655090202990074,3.761725899051355,0,4,-14.480584573925455
16,3.2,9.595789865797975,9.076895089652496,2.333277030483089,1.11900694351872,0.5160146157522093,3.935147085694465,0,4,-14.12641562549862
17,3.4,9.430017683351833,9.25044503499113,2.338770164651412,1.2,0.027465670841613603,4.1989580540876466,0,4,-17.03228643215322
18,3.6,9.263294673607405,9.42308175768291,2.3288409519326962,1.2,-0.04964606359357864,4.4703039495392485,0,4,-16.17563212004384
19,3.8,9.098294000921696,9.597365371408538,2.2934567447617495,1.2,-0.17692103585473298,4.656461434646227,0,4,-15.696344405968892
20,4.0,8.939562212062837,9.777377091042752,2.2367243706050424,1.2,-0.283661870783536,4.945112997849018,0,4,-16.365168829642393
21,4.2,8.79347318490982,9.963324346950973,2.163921268733938,1.1823534352543712,-0.3640155093555228,5.151079443068346,0,4,-15.338230623302637
22,4.4,8.662072079281325,10.158255153150694,2.0827170144363025,1.1754176892286412,-0.40602127148817635,5.385750797431693,0,4,-15.239487025321308
23,4.6,8.550366003055617,10.357061778078565,2.003607006658419,1.1402008768299856,-0.3955500388894192,5.669499452316035,0,4,-14.236329991895415
24,4.8,8.464033553005965,10.54391751867057,1.9339753155676411,1.0291787954937972,-0.348158455453889,5.8367825218980105,0,4,-11.918830638180534
25,5.0,8.389435074216497,10.740210400397293,1.875811576254693,1.0499503375670263,-0.29081869656474096,6.024861276852545,0,4,-11.113339326955492
26,5.2,8.324098449593361,10.947733673234875,1.8314114092957263,1.0878279193692137,-0.22200083479483282,6.236635936992713,0,4,-9.603214950909456
27,5.4,8.270864033742392,11.147352557163481,1.8030518285847024,1.0329763048092606,-0.14179790355512017,6.474989195130349,0,4,-7.294653627573033
28,5.6,8.23503602729094,11.298829954543944,1.7891644602010246,0.7782841377582441,-0.06943684191838911,0.0,1,3,-4.086396140633656
29,5.8,8.261032443143298,11.181679681975625,2.1491644602010247,-0.6,1.8,0.4360963032189464,1,3,5.518886925327557
30,6.0,8.326631428613503,11.08119698144822,2.5091644602010246,-0.6,1.8,0.4360963032189464,1,3,8.624842061395658
31,6.2,8.364215409728954,11.053653922683122,2.8691644602010244,-0.2329793833488462,1.8,0.4360963032189464,1,3,4.215553035909884
32,6.4,8.365375401850267,11.05332985095141,3.2291644602010243,-0.0060220515789908115,1.8,0.4360963032189464,1,3,0.7792123009978265
33,6.6,8.418508378755929,11.057994732545158,3.5589907748753515,-0.26668681796919075,1.6491315733716363,0.4360963032189464,1,3,-2.34279187939594
34,6.8,8.424645477246843,11.060716261995754,3.898583973995821,-0.033567357818882204,1.697965995602346,0.4360963032189464,1,3,-5.485157472737319
35,7.0,8.318037014394656,10.95999885719328,4.258583973995821,0.7333034839316368,1.8,0.4360963032189464,1,3,-11.849976347472888
36,7.2,8.216470561160262,10.751767021407929,4.561870661807687,1.1584066843854075,1.5164334390593286,0.8188330205368068,1,3,-15.199437252896995
37,7.4,8.180482414569424,10.51448058415338,4.732572449611489,1.2,0.8535089390190116,0.8188330205368068,1,3,-13.461226539867788
38,7.6,8.185326118302998,10.274529467185484,4.809090765238905,1.2,0.3825915781370832,1.1534086486383042,1,3,-17.91463632357664
39,7.8,8.208498392331181,10.035650741225297,4.82869870881404,1.2,0.09803971787567017,1.4449994953713077,1,3,-15.824335447120028
40,8.0,8.236349832409912,9.7972722663465,4.811439381678546,1.2,-0.08629663567747024,1.6987468058646777,1,3,-14.880129134475064
