step,time,x,y,theta,v,omega,s_progress,active_segment,remaining_tasks,cost
0,0.0,2.0847831720122136,11.509800469630362,-0.1302115608305672,1.2,-0.43850357355957115,0.32095657725299614,0,5,-16.078613005283113
1,0.2,2.3227514390565225,11.4786379299404,-0.22608141205757887,1.2,-0.47934925613505835,0.6018830148353282,0,5,-14.770006757150684
2,0.4,2.5235382650873914,11.432454206547945,-0.332576413307489,1.0301490888937055,-0.5324750062495507,0.6018830148353282,0,5,-13.905134134189648
3,0.6,2.7503873056825943,11.354099163436247,-0.45421919237765346,1.2,-0.6082138953508223,0.8492734878415429,0,5,-17.3138784542726
4,0.8,2.9660522392468125,11.248796568830315,-0.576021777126857,1.2,-0.6090129237460179,1.268687556056511,0,5,-16.475663370998767
5,1.0,3.1673249240061248,11.11807049503561,-0.704994286826486,1.2,-0.6448625484981454,1.4520541563535967,0,5,-14.258414254891395
6,1.2,3.3426186033735097,10.968919764424106,-0.8096010124613585,1.1508020514851933,-0.5230336281743625,1.6238671037197587,0,5,-14.841465998806916
7,1.4,3.5081675696823242,10.795156880717363,-0.8815423421769947,1.2,-0.35970664857818074,1.943365815739857,0,5,-14.886802639389114
8,1.6,3.6573089504511294,10.614178221147917,-0.8912727464481968,1.1725658475878766,-0.04865202135601054,2.0933016008255865,0,5,-15.12528687557144
9,1.8,3.8081303508704183,10.427488893184146,-0.853558772866797,1.2,0.1885698679069987,2.3731104985883382,0,5,-16.60432916501168
10,2.0,3.9658836314896013,10.246619043695942,-0.7699409962874977,1.2,0.41808888289649676,2.626177361624877,0,5,-15.835560068790661
11,2.2,4.136407803945559,10.08128667540411,-0.6591717635529052,1.1875740544990758,0.5538461636729625,2.861835087562372,0,5,-16.032515691463203
12,2.4,4.31954183421478,9.939398338729745,-0.5373084677527662,1.158343355042727,0.6093164790006952,3.0929669542543317,0,5,-15.449174301759557
13,2.6,4.51719884672596,9.821638863443466,-0.4216169787309637,1.1503867677279735,0.5784574451090124,3.3337695038790973,0,5,-15.693302556936555
14,2.8,4.736181664389055,9.723422135905171,-0.3102464356302131,1.2,0.556852715503753,3.5982673497010005,0,5,-16.614644318496875
15,3.0,4.964723671665365,9.650151740040847,-0.22304084604516483,1.2,0.43602794792524124,3.8991182926952925,0,5,-15.78486881634828
16,3.2,5.17480591186362,9.602502039772082,-0.16544199948113292,1.0770914722346052,0.2879942328201595,4.065906952306289,0,5,-12.318173593210934
17,3.4,5.36985559643047,9.569934954525248,-0.14677485111824176,0.9887491402158318,0.0933357418144558,4.243318542727573,0,5,-13.630718078155034
18,3.6,5.604501401565412,9.535245388797447,-0.10208569801353456,1.1859808160106202,0.22344576552353598,4.4307354985956895,0,5,-13.810983077541174
19,3.8,5.843251908494013,9.51078735450734,-0.16752594331767073,1.2,-0.32720122652068084,4.627485756439338,0,5,-16.620659987074085
20,4.0,6.079891984536719,9.470768928619979,-0.18874411128739124,1.2,-0.10609083984860258,5.046113461745559,0,5,-16.80011592927447
21,4.2,6.248270949457363,9.438605547291328,-0.08236901040764824,0.8571166625121677,0.531875504398715,5.046113461745559,0,5,0.19947448138575957
22,4.4,6.302831417793886,9.43410126422938,-0.09733778320744618,0.27373039980073527,-0.07484386399898967,5.266491716886476,0,5,-0.4493732518087218
23,4.6,6.438414069546626,9.420862110943961,-0.08815790214755351,0.681137479441917,0.04589940529946336,5.266491716886476,0,5,-0.5003313822069841
