step,time,x,y,theta,v,omega,s_progress,active_segment,remaining_tasks,cost
0,0.0,10.95068190292139,11.381796537172166,-1.9672750487937478,1.2,-0.40822306802124064,0.319521110732646,0,5,-15.86921237511508
1,0.2,10.858000473420326,11.160414169704387,-2.063859571779027,1.2,-0.482922614926397,0.6013672718227162,0,5,-14.518417306699202
2,0.4,10.757380019667114,10.973153871010416,-2.165575857915638,1.0629075122095197,-0.5085814306830546,0.6013672718227162,0,5,-13.220941854547322
3,0.6,10.622901741289521,10.774368578182704,-2.2806991577325544,1.2,-0.5756164990845802,0.8516660424796287,0,5,-17.48723283575938
4,0.8,10.466479322417841,10.592346527665924,-2.4067228272312473,1.2,-0.6301183474934645,1.2811690785615846,0,5,-16.763965758609732
5,1.0,10.291419578196562,10.434140494549496,-2.5103563630576455,1.1797781884877365,-0.5181676791319919,1.4708369707346087,0,5,-13.273256650325944
6,1.2,10.097667929337906,10.292506111137303,-2.616140481933558,1.2,-0.5289205943795618,1.649286342422177,0,5,-14.783247931130568
7,1.4,9.904343617109953,10.180412013099518,-2.6916920626386904,1.1173559919886222,-0.37775790352566113,1.8192346808165225,0,5,-16.15056618286972
8,1.6,9.701756242070172,10.082575992465017,-2.738175074654305,1.1248725645501318,-0.23241506007807355,2.1389071593690825,0,5,-16.67752057573129
9,1.8,9.497175927697922,9.995255478314276,-2.7634928978643,1.1121822829486843,-0.12658911604997525,2.2890982971478855,0,5,-15.141561806594014
10,2.0,9.274127656182621,9.906658251641897,-2.779584848400394,1.2,-0.08045975268047006,2.5687955046002626,0,5,-16.584137456672444
11,2.2,9.049682622657437,9.821661622732988,-2.8027571076239317,1.2,-0.11586129611768853,2.8254686285543107,0,5,-15.432386102591526
12,2.4,8.823328457057878,9.741888245496424,-2.8408836810421962,1.2,-0.19063286709132227,3.067793661496882,0,5,-15.496692647642545
13,2.6,8.594098041057903,9.670800859973545,-2.904890187670516,1.2,-0.32003253314159935,3.3042921689882636,0,5,-15.739444551004329
14,2.8,8.360790075078524,9.614521263221565,-2.9831558096371955,1.2,-0.391328109833398,3.5448982222846555,0,5,-15.2939809174033
15,3.0,8.13530387509381,9.578493980564833,-3.0560910112293467,1.1417310484432692,-0.36467600796075617,3.80230216016638,0,5,-15.00034519998715
16,3.2,7.903964927526539,9.558665778813852,-3.0622647487739134,1.1609356813171192,-0.030868687722834666,3.942075326754185,0,5,-12.872416639083749
17,3.4,7.693202115643054,9.541911246824066,-3.197683723269038,1.0571385577968304,-0.677094872475623,4.252563018634149,0,5,-14.135037621126838
18,3.6,7.499166565681273,9.552806336848015,-3.2945389597790533,0.9717059436321313,-0.4842761825500767,4.425558642247354,0,5,-13.992728953273955
19,3.8,7.310232684355084,9.58193052764224,-3.385250863740925,0.9558272595296315,-0.4535595198093595,4.611563251090213,0,5,-14.22120817829065
20,4.0,7.117707790467023,9.629791731271096,-3.42449722038795,0.9919240089267397,-0.19623178323512416,4.811317423689058,0,5,-14.601787166814765
21,4.2,6.903771713562045,9.691983312836062,-3.4096774975388904,1.1139618240658458,0.07409861424529612,5.025513038051538,0,5,-14.948819404001231
22,4.4,6.6774073630571085,9.754165006409359,-3.3349967944274246,1.173748079819144,0.37340351555732937,5.25482999147483,0,5,-15.44020645889859
23,4.6,6.441882008432521,9.800293168403549,-3.1956084747491453,1.2,0.6969415983913967,5.4999624484391605,0,5,-14.971758320362655
24,4.8,6.202232048382808,9.813250662303643,-3.12686545840916,1.2,0.34371508169992654,5.76163712297265,0,5,-15.792496523088028
25,5.0,5.962258074745744,9.809716263226324,-3.097207118662737,1.2,0.1482916987321145,6.040625539525693,0,5,-14.870980353044413
26,5.2,5.722494445021601,9.79906723221388,-3.089890913091539,1.2,0.0365810278559913,6.337751741804989,0,5,-14.370958371366967
27,5.4,5.507085766798265,9.787920294679564,-3.092521069099257,1.0784845023262803,-0.013150780038590772,6.337751741804989,0,5,-13.154129457335433
28,5.6,5.267374671265825,9.776147840447848,-3.0967295006271796,1.2,-0.02104215763961313,6.6537117130066985,0,5,-16.621347121314486
29,5.8,5.030658456825479,9.765520874113292,-3.0991793142839015,1.1847731701938147,-0.012249068283609907,6.986491307609355,0,5,-15.027576243175512
30,6.0,4.824803340777419,9.756784632083408,-3.0982485858065,1.0302020521233308,0.004653642387007112,6.986491307609355,0,5,-12.629015066300042
